Title,Production_Cost,Domestic_Growth,Worldwide_Growth
Dr. Seussâ The Grinch,75000000,270620950,270620950
Sing,75000000,270329045,270329045
Despicable Me 3,75000000,264624300,264624300
The Lost World: Jurassic Park,75000000,229086679,229086679
Ice Age: The Meltdown,75000000,195330621,195330621
Madagascar,75000000,193595521,193595521
Grown Ups,75000000,162001186,162001186
Shark Tale,75000000,161412000,161412000
X-Men,75000000,157299717,157299717
Wanted,75000000,134508551,134508551
The Rock,75000000,134069511,134069511
50 First Dates,75000000,120776832,120776832
Hairspray,75000000,118871849,118871849
Now You See Me,75000000,117723989,117723989
Dreamgirls,75000000,103365956,103365956
Christopher Robin,75000000,99215042,99215042
Inspector Gadget,75000000,97387965,97387965
Immortals,75000000,83504017,83504017
The Terminal,75000000,77073959,77073959
Constantine,75000000,75976178,75976178
Monster House,75000000,73661010,73661010
Vertical Limit,75000000,68473360,68473360
Charlie Wilson's War,75000000,66661095,66661095
Life,75000000,64062587,64062587
Be Cool,75000000,55849401,55849401
Munich,75000000,47379090,47379090
Killers,75000000,47059963,47059963
The Man From U.N.C.L.E.,75000000,45445109,45445109
Tears of the Sun,75000000,43632458,43632458
Lady in the Water,75000000,42285169,42285169
Spanglish,75000000,42044321,42044321
Bandits,75000000,41523271,41523271
Anna and the King,75000000,39251128,39251128
First Knight,75000000,37361412,37361412
Sucker Punch,75000000,36392502,36392502
Hostage,75000000,34636443,34636443
Inferno,75000000,34343574,34343574
Hollywood Homicide,75000000,30207785,30207785
Titan A.E.,75000000,22751979,22751979
Flight of the Phoenix,75000000,21009180,21009180
Soldier,75000000,14623082,14623082
Virus,75000000,14010690,14010690
Monkeybone,75000000,5409517,5409517
PLAYMOBIL,75000000,0,0
355,75000000,0,0
Birds of Prey (And the Fantabulous Emancipation…,75000000,0,0
Minions,74000000,336045770,336045770
The SpongeBob Movie: Sponge Out of Water,74000000,162994032,162994032
Unbreakable,73243106,94999143,94999143
Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,148213377
The Angry Birds Movie,73000000,107509366,107509366
Snake Eyes,73000000,55591409,55591409
Sphere,73000000,37068294,37068294
The Simpsons Movie,72500000,183135014,183135014
Fool's Gold,72500000,70231041,70231041
Funny People,72500000,51855045,51855045
The Kingdom,72500000,47467250,47467250
Dr. Dolittle 2,72000000,112950721,112950721
Braveheart,72000000,75545647,75545647
Jarhead,72000000,62647540,62647540
Driven,72000000,32616869,32616869
The Majestic,72000000,27796042,27796042
Two Brothers,72000000,19176754,19176754
The Village,71682975,114197520,114197520
Doctor Dolittle,71500000,144156605,144156605
Signs,70702619,227969295,227969295
Shrek 2,70000000,441226247,441226247
Cars,70000000,244082982,244082982
Alvin and the Chipmunks: The Squeakquel,70000000,219614612,219614612
It: Chapter Two,70000000,211419656,211419656
Who Framed Roger Rabbit?,70000000,154112492,154112492
Runaway Bride,70000000,152257509,152257509
xXx,70000000,141930000,141930000
Oceanâs 8,70000000,140218711,140218711
Ransom,70000000,136492681,136492681
Inglourious Basterds,70000000,120774594,120774594
Hook,70000000,119654823,119654823
Die Hard 2,70000000,117323878,117323878
S.W.A.T.,70000000,116877597,116877597
Daddyâs Home 2,70000000,104029443,104029443
Sleepy Hollow,70000000,101068340,101068340
Vanilla Sky,70000000,100614858,100614858
Hercules,70000000,99112101,99112101
Olympus Has Fallen,70000000,98927592,98927592
Battle: Los Angeles,70000000,83552429,83552429
AVP: Alien Vs. Predator,70000000,80281096,80281096
War Horse,70000000,79883359,79883359
We Were Soldiers,70000000,78120196,78120196
The Monuments Men,70000000,78031620,78031620
Storks,70000000,72679278,72679278
Star Trek: Insurrection,70000000,70187658,70187658
Big Fish,70000000,66432867,66432867
Wolf,70000000,65011757,65011757
Underworld: Awakening,70000000,62321039,62321039
The Lego Ninjago Movie,70000000,59281555,59281555
Dracula Untold,70000000,55991880,55991880
The Guardian,70000000,55011732,55011732
The Abyss,70000000,54243125,54243125
Wall Street 2: Money Never Sleeps,70000000,52474616,52474616
The Dilemma,70000000,48475290,48475290
Rumor Has It,70000000,42996140,42996140
The Siege,70000000,40934175,40934175
Stardust,70000000,38634938,38634938
Rock of Ages,70000000,38518613,38518613
Seven Years in Tibet,70000000,37945884,37945884
Sky Captain and the World of Tomorrow,70000000,37760080,37760080
The Brave One,70000000,36793804,36793804
I Spy,70000000,33561137,33561137
Bad Company,70000000,30157016,30157016
Doom,70000000,28212337,28212337
The Finest Hours,70000000,27569558,27569558
Escape Plan,70000000,25135965,25135965
Killer Elite,70000000,25124986,25124986
Hard Rain,70000000,19870567,19870567
Hart's War,70000000,19076815,19076815
Rollerball,70000000,18990542,18990542
The Legend of Hercules,70000000,18848538,18848538
Next,70000000,18211013,18211013
Ballistic: Ecks vs. Sever,70000000,14294842,14294842
Osmosis Jones,70000000,13596911,13596911
Legends of Oz: Dorothyâs Return,70000000,8462347,8462347
Blackhat,70000000,8005980,8005980
Basic Instinct 2,70000000,5946136,5946136
Agora,70000000,619423,619423
Despicable Me,69000000,251513985,251513985
Dinner for Schmucks,69000000,73026337,73026337
Red Sparrow,69000000,46874505,46874505
The Twilight Saga: Eclipse,68000000,300531751,300531751
The Sum of All Fears,68000000,118471320,118471320
Ted 2,68000000,81476385,81476385
The Score,68000000,71069884,71069884
Hall Pass,68000000,45060734,45060734
Money Train,68000000,35324232,35324232
Dreamcatcher,68000000,33685268,33685268
Mystery Men,68000000,29762011,29762011
The Insider,68000000,28965197,28965197
Downsizing,68000000,24449754,24449754
Doctor Seuss' The Lorax,67500000,214030500,214030500
Body of Lies,67500000,39394666,39394666
Abraham Lincoln: Vampire Hunter,67500000,37519139,37519139
Last Man Standing,67000000,18115927,18115927
The Last Legion,67000000,5932060,5932060
Entrapment,66000000,87707396,87707396
The X Files: Fight the Future,66000000,83898313,83898313
Need for Speed,66000000,43568507,43568507
Saving Private Ryan,65000000,216335085,216335085
What Women Want,65000000,182805123,182805123
Lincoln,65000000,182207973,182207973
Ice Age,65000000,176387405,176387405
Apollo 13,65000000,173772767,173772767
The Matrix,65000000,171479930,171479930
Hotel Transylvania 3: Summer Vacation,65000000,167500092,167500092
Les MisÃ©rables,65000000,148809770,148809770
The Santa Clause 2,65000000,139225854,139225854
Total Recall,65000000,119394839,119394839
You've Got Mail,65000000,115821495,115821495
Unbroken,65000000,115637895,115637895
Spy!,65000000,110825712,110825712
Due Date,65000000,100539043,100539043
Step Brothers,65000000,100468793,100468793
Jumanji,65000000,100458310,100458310
The Mask of Zorro,65000000,93828745,93828745
Space Cowboys,65000000,90454043,90454043
Annie,65000000,85911262,85911262
Cliffhanger,65000000,84049211,84049211
Peteâs Dragon,65000000,76233151,76233151
Broken Arrow,65000000,70645997,70645997
World Trade Center,65000000,70278893,70278893
The Kid,65000000,69688384,69688384
Mona Lisa Smile,65000000,63803100,63803100
The Dictator,65000000,59650222,59650222
Eyes Wide Shut,65000000,55691208,55691208
This Means War,65000000,54760791,54760791
Focus,65000000,53862963,53862963
Blade: Trinity,65000000,52397389,52397389
Red Dawn,65000000,44806783,44806783
We Are Marshall,65000000,43545364,43545364
Everest,65000000,43482270,43482270
Resident Evil: Retribution,65000000,42345531,42345531
The Angry Birds Movie 2,65000000,41657076,41657076
Primary Colors,65000000,39017984,39017984
Fight Club,65000000,37030102,37030102
Death Race,65000000,36316032,36316032
The Long Kiss Goodnight,65000000,33447612,33447612
Proof of Life,65000000,32598931,32598931
Zathura,65000000,28045540,28045540
The Missing,65000000,26900336,26900336
Elektra,65000000,24409722,24409722
Astro Boy,65000000,19551067,19551067
"I, Frankenstein",65000000,19075290,19075290
Hudson Hawk,65000000,17218916,17218916
Sin City: A Dame to Kill For,65000000,13757804,13757804
Live by Night,65000000,10378555,10378555
Lucky Numbers,65000000,10014234,10014234
Oliver Twist,65000000,2070920,2070920
Tian jiang xiong shi,65000000,74070,74070
Air Strike,65000000,0,0
Little Man,64000000,58636047,58636047
Random Hearts,64000000,31054924,31054924
Perfume: The Story of a Murderer,63700000,2223293,2223293
Jurassic Park,63000000,402523348,402523348
Austin Powers in Goldmember,63000000,213117789,213117789
Hop,63000000,108085305,108085305
American Assassin,63000000,36249674,36249674
Wyatt Earp,63000000,25052000,25052000
Clear and Present Danger,62000000,122012656,122012656
U-571,62000000,77086030,77086030
The American President,62000000,60022813,60022813
The Hateful Eight,62000000,54117416,54117416
The Love Guru,62000000,32235793,32235793
3000 Miles to Graceland,62000000,15738632,15738632
Gone Girl,61000000,167767189,167767189
Blades of Glory,61000000,118594548,118594548
Maze Runner: The Scorch Trials,61000000,81697192,81697192
2 Guns,61000000,75612460,75612460
Maze Runner: The Death Cure,61000000,58032443,58032443
A Dogâs Way Home,61000000,41952715,41952715
Mei Ren Yu,60720000,3229457,3229457
Meet the Fockers,60000000,279167575,279167575
The Lego Movie,60000000,257784718,257784718
300,60000000,210614939,210614939
Wild Hogs,60000000,168213584,168213584
Marley & Me,60000000,143153751,143153751
The Green Mile,60000000,136801374,136801374
The Truman Show,60000000,125618201,125618201
Sully,60000000,125070033,125070033
The Bourne Identity,60000000,121468960,121468960
Couples Retreat,60000000,109205660,109205660
Goldeneye,60000000,106429941,106429941
The Italian Job,60000000,106126012,106126012
Daddy Day Care,60000000,104148781,104148781
The General's Daughter,60000000,102705852,102705852
The Prince of Egypt,60000000,101413188,101413188
Collateral,60000000,100170152,100170152
Cats & Dogs,60000000,93375151,93375151
Two Weeks Notice,60000000,93354918,93354918
Antz,60000000,90757863,90757863
The Scorpion King,60000000,90580000,90580000
Red,60000000,90380162,90380162
Starsky & Hutch,60000000,88200225,88200225
Days of Thunder,60000000,82670733,82670733
Cheaper by the Dozen 2,60000000,82571173,82571173
Eat Pray Love,60000000,80574010,80574010
Jack Reacher,60000000,80070736,80070736
Man on Fire,60000000,77906816,77906816
The Family Man,60000000,75764085,75764085
Contagion,60000000,75658097,75658097
Any Given Sunday,60000000,75530832,75530832
The Horse Whisperer,60000000,75383563,75383563
Coraline,60000000,75286229,75286229
Ladder 49,60000000,74541707,74541707
Deep Blue Sea,60000000,73648228,73648228
Michael Jackson's This Is It,60000000,72091016,72091016
Kangaroo Jack,60000000,66723216,66723216
The Happening,60000000,64506874,64506874
London Has Fallen,60000000,62524260,62524260
Rules of Engagement,60000000,61322858,61322858
The Shaggy Dog,60000000,61123569,61123569
Jingle All the Way,60000000,60592389,60592389
Hellboy,60000000,59623958,59623958
Jack Reacher: Never Go Back,60000000,58697076,58697076
Baywatch,60000000,58060186,58060186
U.S. Marshals,60000000,57833603,57833603
A Civil Action,60000000,56709981,56709981
Joy,60000000,56451232,56451232
ParaNorman,60000000,56003051,56003051
The Jackal,60000000,54956941,54956941
Paycheck,60000000,53789313,53789313
Up Close & Personal,60000000,51045801,51045801
The Tale of Despereaux,60000000,50877145,50877145
The Boxtrolls,60000000,50837305,50837305
The Dark Tower,60000000,50701325,50701325
The Tuxedo,60000000,50586000,50586000
Jack Ryan: Shadow Recruit,60000000,50577412,50577412
Under Siege 2: Dark Territory,60000000,50024083,50024083
Miss Congeniality 2: Armed and Fabulous,60000000,48478006,48478006
Vice,60000000,47836282,47836282
Alien: Resurrection,60000000,47795018,47795018
Shooter,60000000,47003582,47003582
Practical Magic,60000000,46850558,46850558
Gangster Squad,60000000,46000903,46000903
Smurfs: The Lost Village,60000000,45020282,45020282
First Man,60000000,44936545,44936545
Year One,60000000,43337279,43337279
Edge of Darkness,60000000,43313890,43313890
Star Trek: Nemesis,60000000,43254409,43254409
Reign of Fire,60000000,43061982,43061982
Planet 51,60000000,42194060,42194060
Duplicity,60000000,40572825,40572825
Righteous Kill,60000000,40081410,40081410
Invictus,60000000,37491364,37491364
State of Play,60000000,37017955,37017955
My Favorite Martian,60000000,36850101,36850101
The Sentinel,60000000,36280697,36280697
Trouble with the Curve,60000000,35763137,35763137
Intolerable Cruelty,60000000,35327628,35327628
The Relic,60000000,33956608,33956608
Mercury Rising,60000000,32983332,32983332
Almost Famous,60000000,32522352,32522352
Cold Pursuit,60000000,32138862,32138862
Analyze That,60000000,32122249,32122249
The Soloist,60000000,31853584,31853584
The Mortal Instruments: City of Bones,60000000,31165421,31165421
The Legend of Bagger Vance,60000000,30695227,30695227
Dragonfly,60000000,30063805,30063805
Priest,60000000,29136626,29136626
Garfield: A Tail of Two Kitties,60000000,28426747,28426747
XXX: State of the Union,60000000,26873932,26873932
Event Horizon,60000000,26673242,26673242
Sinbad: Legend of the Seven Seas,60000000,26483452,26483452
Dark Water,60000000,25473093,25473093
The Avengers,60000000,23385416,23385416
The Black Dahlia,60000000,22672813,22672813
EDtv,60000000,22508689,22508689
The Spirit,60000000,19806188,19806188
The Last Castle,60000000,18208078,18208078
Inkheart,60000000,17303424,17303424
Supernova,60000000,14218868,14218868
Flyboys,60000000,13090630,13090630
Winterâs Tale,60000000,12600231,12600231
Holy Man,60000000,12069719,12069719
Meet Dave,60000000,11803254,11803254
The Great Raid,60000000,10166502,10166502
Rock Dog,60000000,9420546,9420546
Mortdecai,60000000,7696134,7696134
In the Name of the King: A Dungeon Siege Tale,60000000,4775656,4775656
Beyond Borders,60000000,4426297,4426297
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,709982
The Ridiculous 6,60000000,0,0
Sherlock Gnomes,59000000,43242871,43242871
The Kid Who Would Be King,59000000,16790790,16790790
Deadpool,58000000,363070709,363070709
American Sniper,58000000,350126372,350126372
Goosebumps,58000000,80069458,80069458
Rambo III,58000000,53715611,53715611
Sabrina,58000000,53458319,53458319
Red Tails,58000000,49876377,49876377
Just Like Heaven,58000000,48318130,48318130
The Internship,58000000,44672764,44672764
The Flintstones in Viva Rock Vegas,58000000,35231365,35231365
Leatherheads,58000000,31373938,31373938
Life,58000000,30234022,30234022
Did You Hear About the Morgans?,58000000,29580087,29580087
"Che, Part 1: The Argentine",58000000,1802521,1802521
